,1
0,-1.43180607642
0,-1.15990600786
0,-1.23595781727
0,-1.32509251436
0,-1.09552423314
0,-1.30624453332
0,-1.32357973936
0,-0.917272618871
0,-1.31383859573
0,-1.55437521452
0,-1.20648797268
0,-0.746911235985
0,-0.323530326386
0,-0.820887913921
0,-1.25898407011
0,-1.45601913141
0,-0.917272618871
0,-1.40509954301
0,-1.73023242558
0,-0.99404051141
0,-1.56360461075
0,-1.17065146989
0,-1.71673942526
0,-1.60237294078
0,-1.06773255939
0,-1.38776165258
0,-1.10486305771
0,-1.42363474586
0,-0.715287424615
0,-1.25802964014
0,-1.42623455782
1,0.0229735245616
0,-1.74545891352
1,0.979419016906
0,-1.30808235557
0,-1.22406341455
0,-1.0649288917
0,-0.991868560696
0,-1.32114685494
0,-1.84520986567
0,-1.33771842484
0,-1.83372448599
0,-1.00849320444
0,-0.999704533526
0,-1.30808235557
0,-0.999600981083
0,-1.43594331551
0,-1.14784486202
0,-1.06770668344
0,-0.423548208093
0,-1.28704089813
0,-1.3586040894
0,-0.917272618871
0,-1.15271325859
0,-1.05607607062
0,-1.48005774682
0,-1.33775692613
1,0.323370034035
0,-1.22154626173
0,-1.35292218094
0,-1.52088181107
0,-0.980435228617
0,-1.45601913141
0,-1.36956258613
0,-1.6164690561
0,-1.07229117274
1,0.862698051462
0,-1.36497451744
0,-1.00670189926
1,0.669725970604
1,0.960063339732
0,-1.40979843619
0,-1.47929747995
0,-1.17314849775
0,-1.55437521452
0,-0.811286147139
0,-1.81970419936
0,-1.30951406102
0,-1.7807481554
1,0.864347079624
0,-1.0442563525
0,-1.47621227199
0,-1.13713309924
0,-1.65419299325
0,-1.24886047898
0,-0.91759378418
0,-1.41596583671
0,-1.02256226246
0,-1.15112960477
0,-1.27443713675
0,-0.999725635681
0,-1.12172149718
0,-1.38515386976
0,-1.61579503026
0,-1.30571695357
0,-1.46166908741
0,-1.46558708227
0,-1.3300707765
0,-0.245903198452
0,-1.16307937507
0,-2.01680895542
0,-1.29588965591
0,-1.15093138985
0,-1.1162789394
0,-1.58822963753
0,-0.927686272292
0,-1.17994170331
1,0.772859544846
0,-1.51940921849
0,-0.94904561344
0,-1.15557092993
0,-1.1368337728
0,-1.30808235557
0,-1.25649785942
0,-0.924658750414
1,1.94320218759
0,-1.68155938101
0,-0.999704533526
0,-1.20440736649
0,-1.00304276095
0,-0.912507156444
0,-1.56883666612
0,-0.969462005334
0,-1.03941627105
0,-1.65740845994
0,-1.20066363483
0,-1.38520580756
0,-0.917272618871
0,-1.02781961611
0,-1.08534531709
1,1.66081658782
0,-1.2701148986
0,-1.2766833319
0,-1.41174766821
0,-1.38498836096
0,-1.5865953898
0,-1.38889751313
1,0.998894285441
0,-1.1462977561
0,-1.25826669661
0,-1.30571695357
0,-1.34342382831
0,-1.14443422021
0,-1.13516855319
0,-1.84660937727
0,-1.03580285842
0,-1.76245323141
0,-1.06617969322
0,-0.97989573794
0,-0.602937925212
0,-1.34541744315
0,-1.17223971036
0,-0.519397480691
0,-1.33811552123
0,-0.998508495741
0,-1.45601913141
0,-1.13275532703
0,-1.59898123118
0,-1.21218551152
0,-1.04430220425
0,-1.20066363483
0,-1.73802341303
0,-1.64986059951
0,-1.55707654464
1,0.998894285441
0,-1.80731732879
0,-1.056066732
0,-0.816678670284
0,-0.998128939803
0,-1.0490557193
0,-1.15715682091
0,-1.15990600786
0,-1.33553198558
0,-1.24466419885
0,-1.26602890705
0,-1.11695597785
0,-1.08556588774
0,-1.43958879637
0,-0.917272618871
0,-0.983115172774
0,-1.27390255224
0,-1.2802751266
0,-1.45201653011
0,-1.29858814408
0,-1.05498303006
1,1.66081658782
0,-1.02849777069
0,-1.5576050193
0,-1.11881189868
0,-1.31239754773
0,-1.20193907058
0,-1.35961378478
0,-1.73802341303
0,-1.10353166245
0,-0.942976076274
1,1.84708806662
1,1.56668438916
0,-1.78638118255
1,1.13609386545
0,-1.19976987932
0,-1.2229894395
0,-1.55963279276
0,-1.22572094345
0,-1.28754505764
0,-1.47862195761
0,-1.47009164126
0,-1.35695325316
0,-1.31773088995
0,-0.926265050029
0,-1.21950531264
0,-1.48680188905
0,-1.08880321809
0,-1.31014785256
0,-1.64562611157
0,-1.08273292079
0,-1.30610624317
0,-0.986222991293
0,-1.30808235557
0,-1.40258728818
0,-1.72507801227
0,-1.18708759773
1,0.348295743993
0,-1.16412836665
0,-1.29201724376
1,2.35998799961
0,-2.03121443253
1,1.58407369517
0,-1.14639338126
1,1.64833762154
0,-1.55437521452
0,-0.950267173813
0,-1.05898801878
0,-1.45601913141
0,-0.931804771316
0,-1.06760765078
0,-0.998549108641
0,-0.949623443622
0,-1.72507704435
0,-1.27044111667
0,-1.44429119342
0,-0.811952072801
0,-1.15990600786
0,-1.64075644
0,-1.28579130571
0,-0.952408631952
0,-1.74054587795
0,-1.13803937238
0,-0.999704533526
0,-1.42779286406
0,-0.883745527529
0,-1.26797542666
0,-1.030080453
0,-1.77850601725
0,-1.1209504029
0,-1.2651008129
0,-1.66649258026
0,-1.47934406293
0,-1.02500121135
0,-1.3586040894
0,-1.18451505116
0,-1.01452067316
0,-1.34462848609
0,-0.991874600966
0,-1.08035090999
0,-1.33973159864
0,-0.974365201554
0,-0.986673281885
0,-1.01791456415
0,-1.10021542341
0,-1.00849320444
0,-0.741142162218
0,-1.15990600786
0,-1.68860335819
0,-0.982326965249
0,-1.2498410909
0,-1.39380292282
0,-1.48004244349
0,-1.05088509088
0,-1.31337383704
0,-1.30571695357
1,0.998894285441
0,-1.37013067662
0,-0.90162349442
1,1.13875791173
0,-1.63549119388
0,-0.998277198403
0,-1.33010273786
0,-0.841319017454
0,-1.36727503771
0,-1.50744641075
0,-1.36119309343
1,0.712374384806
0,-0.917272618871
0,-0.963876519372
0,-1.25607519784
0,-1.33381408165
1,0.959885852048
0,-0.917272618871
0,-1.25854312441
0,-1.45601913141
0,-1.07944500784
0,-1.13994194784
0,-1.52025793874
1,0.650324928721
1,1.27637615944
0,-1.45601913141
0,-1.40108935923
0,-1.10597732937
0,-1.86738160068
0,-0.917272618871
0,-1.73802341303
0,-1.08384859115
0,-1.2446568518
0,-1.39353620863
0,-1.72457350986
0,-1.46011536576
0,-1.73802341303
0,-1.13311766109
0,-1.39277824291
0,-1.42967285462
0,-1.08189766004
0,-1.57600224283
0,-1.15990600786
0,-1.41235225947
0,-1.15471607159
0,-0.995062828744
1,1.06271240228
0,-1.16013265877
0,-1.23182370574
0,-1.32075058264
1,1.66423004271
0,-1.67433500951
0,-1.09268034347
0,-0.175861323439
0,-1.45601913141
0,-1.62735301709
0,-0.955263303543
0,-1.14241815781
0,-1.40365804809
0,-1.28700377453
0,-1.04645532594
0,-1.28614826526
0,-1.30808235557
0,-1.15210124714
0,-1.44489498922
0,-1.67379899432
0,-1.09101413013
0,-1.31073191697
0,-1.40519650756
0,-1.25140991552
0,-1.54159193085
0,-1.20066363483
0,-1.29086705652
0,-1.54174326129
1,0.625874841131
0,-0.960599924631
0,-1.23125447123
0,-1.65064226919
0,-1.50571545946
0,-1.44538247675
0,-1.33794367266
0,-1.07554227853
0,-1.41885163138
0,-1.25954160088
0,-1.16796925493
0,-1.37880449211
0,-1.49490583922
0,-0.998508495741
0,-1.42312648808
0,-1.13895000502
0,-1.05337559707
0,-1.41131425995
0,-1.1611595059
0,-1.27270570197
0,-1.4034016023
0,-1.3326455526
0,-1.45601913141
0,-1.50363949173
1,0.741784006679
0,-1.43527337602
0,-1.58809297881
0,-1.29295455779
0,-0.993445048733
0,-1.44352389675
0,-1.15647921479
0,-0.179926518361
0,-1.73802341303
0,-1.25314038466
0,-1.11252386052
0,-1.73802341303
0,-1.23439858628
0,-0.844524788706
0,-1.25749882223
0,-0.462738407716
0,-0.99404051141
0,-1.5178216813
0,-1.49064834166
0,-1.08769325674
0,-0.472178703832
1,0.871601885954
0,-1.39489027965
0,-1.40183048852
0,-1.58853713428
0,-1.73292885091
0,-1.03746844858
0,-1.47951932174
0,-0.917272618871
0,-1.0322205517
0,-1.30331316197
0,-1.73802341303
0,-0.980211905185
0,-1.40185735644
0,-1.58853472318
0,-1.83372448599
0,-1.27963753298
0,-1.14589031227
0,-1.642864806
0,-1.06589216625
0,-1.17348080804
0,-1.38651746472
0,-1.1611595059
0,-0.931773894514
1,0.281310947919
0,-1.2775968904
0,-1.10383619405
0,-1.44781932694
0,-1.33850774001
0,-1.24347938494
0,-1.47867455754
0,-1.73802341303
0,-0.945377499411
0,-0.998409293291
0,-1.85405960699
0,-1.16218053079
0,-1.46439069942
0,-1.03050470354
0,-1.30808235557
0,-1.07432899136
0,-1.40662665162
0,-1.83372448599
0,-1.34541744315
0,-0.236201688974
1,1.92522076603
0,-1.22825805027
0,-1.22572094345
0,-1.68984258347
0,-1.45553100839
1,1.62074679014
0,-1.20343843811
0,-1.18249828142
0,-1.49279505703
0,-1.21183646329
0,-1.06941873025
0,-1.45601913141
0,-1.18501348717
0,-0.938536851145
1,1.80925602998
0,-1.37502986123
0,-1.02021669724
0,-1.39046425348
0,-1.27390255224
0,-1.22501770092
0,-1.22445896814
0,-1.5787425415
0,-1.15434099886
0,-0.982326965249
0,-0.951417577621
0,-0.980914107639
0,-0.960738443447
0,-1.30808235557
0,-1.20066363483
0,-0.772035030405
0,-1.37169454141
0,-1.16365058742
0,-1.56895633862
0,-1.8085551041
0,-1.19083267306
1,1.08154602969
0,-1.30808235557
0,-1.02712309505
0,-1.21778447213
0,-1.38636125193
0,-1.43845499889
0,-1.20877877851
0,-1.36077563784
0,-1.39357950745
0,-1.28096335805
0,-1.48216843442
0,-1.45601913141
0,-1.98181176929
0,-1.17269761367
0,-1.40974237457
0,-1.27161181198
0,-1.16156154147
0,-1.01364499639
0,-1.49966867768
0,-1.76245323141
0,-1.05279532379
0,-1.19044579212
0,-1.22322768456
0,-0.964981691626
0,-1.50550021169
0,-1.08581038188
0,-1.45601913141
0,-1.36989081814
0,-0.917272618871
0,-1.22045750194
0,-1.73802341303
0,-1.30885130821
0,-1.51110324015
0,-1.51681710882
0,-1.33086023556
0,-1.55646731724
0,-1.15990600786
0,-1.39093417732
0,-1.44715265442
0,-1.39605574522
0,-1.40385513033
0,-0.983767621642
0,-1.32363045298
1,0.130350262389
0,-1.30808235557
0,-1.07957167432
0,-1.16218053079
0,-0.999704533526
0,-1.30808235557
0,-1.32483100347
1,0.136806773543
0,-0.464957488274
0,-0.978668614608
0,-1.88896003838
0,-0.917272618871
0,-1.23212991851
0,-1.34484643507
0,-1.30808235557
0,-0.848776115105
0,-1.15990600786
0,-1.16218053079
0,-1.55391397257
0,-1.59930042578
0,-0.917272618871
0,-1.31008545905
0,-0.938358839266
0,-1.35186232291
0,-1.40288396194
0,-0.0918672637902
0,-1.57819948953
0,-1.43314240446
0,-0.917272618871
0,-1.73802341303
0,-1.37291783524
0,-1.38988564491
0,-1.15344213177
0,-0.917272618871
0,-1.34541744315
0,-1.44806669623
0,-0.973712336182
0,-1.74065432392
0,-1.51337231742
0,-0.999600981083
0,-1.29112705128
1,1.83389558053
0,-1.35636513563
