,row_doc,col_feature,tfidf_value
5933,632,10160,0.193232208777
5932,632,10201,0.225253077256
5931,632,10237,0.257580789028
5930,632,10516,0.12310120579
5929,632,10551,0.231835810377
5953,633,149,0.504123551351
5952,633,1003,0.185169431186
5951,633,1722,0.360266782103
5950,633,4374,0.308482734101
5949,633,7419,0.260469814676
5948,633,8801,0.296158125235
5947,633,8818,0.454908300671
5946,633,11058,0.352309883033
5962,634,1498,0.408706880044
5961,634,2135,0.165051203764
5960,634,5195,0.314621203695
5959,634,5196,0.331359363532
5958,634,6630,0.388205975252
5957,634,6643,0.391652927436
5956,634,6644,0.391652927436
5955,634,7219,0.296227492663
5954,634,10405,0.227360108545
5979,635,681,0.324593951592
5978,635,1003,0.182459846311
5977,635,1117,0.357319775345
5976,635,1708,0.180843280984
5975,635,2445,0.151627722207
5974,635,2492,0.163894894956
5973,635,2611,0.144902638576
5972,635,4391,0.182369563877
5971,635,4628,0.218520604747
5970,635,6630,0.300010158279
5969,635,6937,0.408838855745
5968,635,7265,0.216609511665
5967,635,7268,0.272821253434
5966,635,7269,0.246998840607
5965,635,8830,0.166922381881
5964,635,10708,0.205341108945
5963,635,11103,0.198905417856
5990,636,1865,0.161773744678
5989,636,1905,0.288718473194
5988,636,4123,0.219678249468
5987,636,5865,0.221824844105
5986,636,6362,0.476835629207
5985,636,7773,0.229373733939
5984,636,8022,0.241689608473
5983,636,8576,0.453705574423
5982,636,8801,0.170557698281
5981,636,8817,0.379419878577
5980,636,9838,0.275153755392
5998,637,860,0.362417654242
5997,637,4456,0.310330853995
5996,637,5525,0.362821562441
5995,637,5674,0.343448803739
5994,637,6397,0.539695446434
5993,637,8984,0.265761550581
5992,637,8986,0.299669255527
5991,637,9744,0.266551305782
6004,638,1156,0.28766090011
6003,638,2125,0.27683772699
6002,638,2135,0.721154705705
6001,638,6736,0.214316012781
6000,638,7580,0.34366692939
5999,638,10516,0.395613015726
6013,639,2112,0.34309917579
6012,639,6956,0.205596046741
6011,639,7041,0.228380927292
6010,639,7055,0.425077619701
6009,639,8801,0.220285708049
6008,639,9211,0.339514141977
6007,639,10928,0.537332306932
6006,639,10985,0.269370149248
6005,639,11017,0.286500365207
6023,640,4962,0.24796001619
6022,640,5050,0.302978673551
6021,640,5051,0.312496278258
6020,640,5053,0.409950267859
6019,640,7598,0.272276323976
6018,640,10160,0.142559860961
6017,640,10619,0.284475121108
6016,640,10620,0.409950267859
6015,640,10861,0.245100858032
6014,640,10865,0.421294611753
6038,641,1359,0.223009053175
6037,641,1361,0.29856889987
6036,641,1363,0.302182970062
6035,641,1865,0.440271543349
6034,641,1880,0.240988324753
6033,641,1914,0.261918331349
6032,641,3260,0.215342773523
6031,641,5919,0.134451601176
6030,641,5960,0.306141736051
6029,641,7896,0.217252793027
6028,641,8022,0.219254896492
6027,641,8801,0.154725768803
6026,641,9237,0.302182970062
6025,641,9822,0.201234068527
6024,641,10861,0.200248988244
6046,642,1003,0.136614833882
6045,642,2611,0.216988562672
6044,642,2615,0.246653644276
6043,642,6112,0.664667168717
6042,642,7676,0.247150729327
6041,642,8400,0.26279001619
6040,642,8402,0.362296411196
6039,642,8403,0.412590741832
6049,643,1003,0.431990077194
6048,643,6576,0.622121659965
6047,643,7381,0.652954219994
6054,644,1352,0.376417531575
6053,644,3089,0.771763281566
6052,644,5020,0.260020397885
6051,644,5302,0.336608309122
6050,644,5865,0.285964190177
6061,645,1865,0.288309929421
6060,645,1952,0.381549973783
6059,645,1954,0.383220985854
6058,645,3268,0.371694413064
6057,645,4457,0.475148429721
6056,645,4657,0.311550138148
6055,645,6490,0.404292496289
6063,646,6070,0.804355628907
6062,646,6630,0.594148148398
6068,647,1003,0.215264974748
6067,647,1198,0.370640413671
6066,647,1202,0.626894663682
6065,647,2400,0.368420858336
6064,647,2403,0.536242320403
6077,648,57,0.485248438321
6076,648,121,0.328307738378
6075,648,1003,0.151177001537
6074,648,1575,0.363201160533
6073,648,1578,0.447902723748
6072,648,2445,0.25126212541
6071,648,3859,0.257213624674
6070,648,4374,0.251853097289
6069,648,6701,0.32960594091
6086,649,1865,0.203143396209
6085,649,3172,0.25758622852
6084,649,3268,0.523792333989
6083,649,4007,0.317944891382
6082,649,4657,0.219518465008
6081,649,7906,0.368829436854
6080,649,8801,0.214173629642
6079,649,8802,0.383913855267
6078,649,9351,0.373431426747
6102,650,1152,0.264161422549
6101,650,6203,0.231844025827
6100,650,6204,0.264161422549
6099,650,6205,0.264161422549
6098,650,7725,0.237207299243
6097,650,7726,0.264161422549
6096,650,7727,0.264161422549
6095,650,7734,0.264161422549
6094,650,8611,0.131956372493
6093,650,8639,0.264161422549
6092,650,8640,0.264161422549
6091,650,9672,0.264161422549
6090,650,9673,0.264161422549
6089,650,10284,0.187599239533
6088,650,10285,0.264161422549
6087,650,10286,0.264161422549
6116,651,1003,0.223795701222
6115,651,1708,0.22181290677
6114,651,2798,0.214713967343
6113,651,2799,0.268025940827
6112,651,2810,0.308202163386
6111,651,2966,0.279758000156
6110,651,5919,0.155517559901
6109,651,5936,0.281847174043
6108,651,5937,0.320807042292
6107,651,6576,0.161147397229
6106,651,6956,0.167033869646
6105,651,8681,0.301327108167
6104,651,9950,0.460291491267
6103,651,10405,0.215512491471
6117,652,8009,1.0
6136,653,2271,0.144139386249
6135,653,4470,0.426927645071
6134,653,5991,0.125215423812
6133,653,6513,0.220874300478
6132,653,6514,0.220874300478
6131,653,7224,0.172005889311
6130,653,7566,0.177753902563
6129,653,7639,0.220874300478
6128,653,7642,0.220874300478
6127,653,7916,0.129786543148
6126,653,7962,0.220874300478
6125,653,7963,0.220874300478
6124,653,9127,0.398097065416
6123,653,9211,0.147892815003
6122,653,9240,0.254799440071
6121,653,9351,0.16730942052
6120,653,10826,0.262136725842
6119,653,10928,0.234062672622
6118,653,10985,0.117337997816
6143,654,2920,0.363552754657
6142,654,3859,0.287573566947
6141,654,4028,0.315688152814
6140,654,6736,0.280919588667
6139,654,7516,0.305161963122
6138,654,7519,0.446069758103
6137,654,9470,0.560761946124
6155,655,860,0.350336857756
6154,655,1003,0.107572736107
6153,655,1198,0.370434655772
6152,655,2798,0.20641476866
6151,655,2799,0.257666109268
6150,655,4408,0.308407097305
6149,655,6394,0.240504912214
6148,655,6395,0.306153653427
6147,655,6523,0.552786196454
6146,655,6576,0.154918672179
6145,655,7381,0.162596494006
6144,655,10160,0.129513991302
6162,656,2271,0.313045800649
6161,656,2633,0.731496176334
6160,656,6880,0.253513627734
6159,656,6903,0.345551319517
6158,656,7041,0.216059940583
6157,656,8080,0.291965301806
6156,656,9569,0.226528500314
6170,657,3172,0.363700763095
6169,657,3268,0.369786212311
6168,657,6736,0.314249438859
6167,657,7381,0.285786803433
6166,657,7419,0.265963057864
6165,657,8830,0.345947720348
6164,657,8840,0.555263159242
6163,657,10160,0.227639530608
6177,658,1003,0.204013435615
6176,658,2611,0.324039351378
6175,658,2615,0.368339630082
6174,658,6112,0.496289563795
6173,658,8092,0.359221699859
6172,658,8400,0.392436842507
6171,658,8576,0.433996195398
6183,659,2704,0.449223293534
6182,659,2717,0.464684010182
6181,659,6956,0.334012073571
6180,659,7302,0.469371322578
6179,659,7419,0.314751259141
6178,659,9569,0.389005583953
6191,660,2271,0.336202689441
6190,660,3856,0.364238611764
6189,660,6701,0.305104762406
6188,660,8517,0.380984561683
6187,660,9569,0.243285458175
6186,660,10861,0.289668802438
6185,660,10928,0.545947239552
6184,660,10985,0.27368890257
6202,661,860,0.341514889714
6201,661,1865,0.318161111582
6200,661,2098,0.20618108025
6199,661,2101,0.307958133424
6198,661,3172,0.201714459646
6197,661,5020,0.198342148152
6196,661,5021,0.305384667344
6195,661,6630,0.344845591959
6194,661,6634,0.484695921497
6193,661,10516,0.160861933601
6192,661,10534,0.30295037726
6212,662,2125,0.223114216357
6211,662,2130,0.282932594625
6210,662,2133,0.369758700391
6209,662,3188,0.313860677528
6208,662,5296,0.271718997152
6207,662,5299,0.382595014576
6206,662,8300,0.313860677528
6205,662,8301,0.382595014576
6204,662,8302,0.382595014576
6203,662,10063,0.153175057039
6219,663,1003,0.214447858835
6218,663,2611,0.340612591871
6217,663,2615,0.387178642215
6216,663,5919,0.298043327464
6215,663,6409,0.553324871972
6214,663,7676,0.387958929551
6213,663,8092,0.377594368476
6292,664,327,0.117289303039
6291,664,328,0.117289303039
6290,664,347,0.117289303039
6289,664,348,0.117289303039
6288,664,362,0.117289303039
6287,664,363,0.117289303039
6286,664,364,0.117289303039
6285,664,1347,0.117289303039
6284,664,1348,0.117289303039
6283,664,1349,0.117289303039
6282,664,1627,0.117289303039
6281,664,1628,0.117289303039
6280,664,1781,0.117289303039
6279,664,1782,0.117289303039
6278,664,1783,0.117289303039
6277,664,1914,0.0823618857455
6276,664,1917,0.117289303039
6275,664,1918,0.117289303039
6274,664,2135,0.0425327836834
6273,664,2220,0.117289303039
6272,664,2221,0.117289303039
6271,664,2445,0.0505603390751
6270,664,2468,0.117289303039
6269,664,2717,0.0631752598564
6268,664,2725,0.117289303039
6267,664,2726,0.117289303039
6266,664,2747,0.117289303039
6265,664,2748,0.117289303039
6264,664,2948,0.0742419318411
6263,664,3020,0.117289303039
6262,664,3021,0.117289303039
6261,664,3022,0.117289303039
6260,664,3073,0.108236013938
6259,664,3074,0.117289303039
6258,664,3686,0.117289303039
6257,664,3687,0.117289303039
6256,664,4767,0.117289303039
6255,664,4768,0.117289303039
6254,664,5479,0.117289303039
6253,664,5480,0.117289303039
6252,664,5508,0.265773166721
6251,664,5509,0.117289303039
6250,664,5510,0.117289303039
6249,664,5511,0.117289303039
6248,664,5512,0.117289303039
6247,664,5513,0.117289303039
6246,664,5514,0.117289303039
6245,664,6176,0.117289303039
6244,664,6228,0.0529811849447
6243,664,6250,0.117289303039
6242,664,7019,0.117289303039
6241,664,7020,0.117289303039
6240,664,7021,0.117289303039
6239,664,8261,0.117289303039
6238,664,8262,0.117289303039
6237,664,8509,0.117289303039
6236,664,8510,0.117289303039
6235,664,8709,0.117289303039
6234,664,8710,0.117289303039
6233,664,8711,0.117289303039
6232,664,9375,0.117289303039
6231,664,9376,0.117289303039
6230,664,9405,0.117289303039
6229,664,9406,0.117289303039
6228,664,9689,0.117289303039
6227,664,9690,0.117289303039
6226,664,9691,0.117289303039
6225,664,9692,0.117289303039
6224,664,9766,0.117289303039
6223,664,9767,0.117289303039
6222,664,9965,0.117289303039
6221,664,9966,0.117289303039
6220,664,9967,0.117289303039
6299,665,1631,0.461246891844
6298,665,6049,0.483985756215
6297,665,7381,0.270199123976
6296,665,7419,0.251456625644
6295,665,8576,0.380278811236
6294,665,10063,0.263480050372
6293,665,10124,0.450263678468
6309,666,1003,0.134213502906
6308,666,6228,0.233748699178
6307,666,6241,0.30710292821
6306,666,6455,0.259794193504
6305,666,7348,0.306359373744
6304,666,7419,0.1887923185
6303,666,7420,0.47752853185
6302,666,10160,0.48476576158
6301,666,10215,0.361420406977
6300,666,10516,0.205884412866
6313,667,1731,0.562103483674
6312,667,2717,0.476747297066
6311,667,8688,0.585031868754
6310,667,10063,0.338362824382
6323,668,1701,0.300757289463
6322,668,1702,0.344780683113
6321,668,1703,0.383958486983
6320,668,5125,0.266768506597
6319,668,7041,0.165128643119
6318,668,7175,0.330394153996
6317,668,7635,0.307348303528
6316,668,7636,0.324684757918
6315,668,8325,0.238533635125
6314,668,9240,0.422933263038
6324,669,5919,1.0
6325,670,1003,1.0
6337,671,1003,0.126266994965
6336,671,2611,0.200552846069
6335,671,2615,0.227970957289
6334,671,3200,0.397310406414
6333,671,6490,0.268606796675
6332,671,7219,0.316848490687
6331,671,7916,0.273148199293
6330,671,8384,0.354425962514
6329,671,9923,0.312328137508
6328,671,10160,0.15202125631
6327,671,10216,0.33652262534
6326,671,10332,0.356835818462
6340,672,6880,0.444090116169
6339,672,6898,0.812118293683
6338,672,7041,0.378480971498
6350,673,1003,0.147878628812
6349,673,1635,0.392167490079
6348,673,2520,0.323710410037
6347,673,3200,0.232656673778
6346,673,5919,0.205524265112
6345,673,6228,0.25754813318
6344,673,6241,0.338371020386
6343,673,7348,0.337551759935
6342,673,7419,0.416028917889
6341,673,10506,0.3941212382
6354,674,1003,0.279146026805
6353,674,2798,0.535636301825
6352,674,10160,0.672165037278
6351,674,10516,0.428211875767
6359,675,2717,0.475485052574
6358,675,5991,0.477853935941
6357,675,8576,0.487063584654
6356,675,8611,0.440970169051
6355,675,10063,0.337466969043
6366,676,1352,0.381566044898
6365,676,1865,0.211402142085
6364,676,2916,0.369559597578
6363,676,2917,0.393819220785
6362,676,6630,0.229132644358
6361,676,6638,0.482465980236
6360,676,6639,0.482465980236
6370,677,7676,0.439064502243
6369,677,8009,0.508233342924
6368,677,9569,0.421930340642
6367,677,9593,0.609012331285
6374,678,1003,0.271341990173
6373,678,2445,0.450981065049
6372,678,10708,0.610738924666
6371,678,11103,0.591597472302
6379,679,1674,0.528375646166
6378,679,2492,0.35434874059
6377,679,4374,0.328597568342
6376,679,4378,0.584387277592
6375,679,6455,0.381800071307
6394,680,860,0.326309332143
6393,680,1631,0.258526077494
6392,680,3260,0.223032366101
6391,680,4476,0.272780658583
6390,680,4937,0.207064824407
6389,680,5006,0.191092112808
6388,680,5065,0.223518459229
6387,680,5287,0.274345150416
6386,680,5302,0.245330914346
6385,680,6394,0.224010107827
6384,680,6397,0.242962309679
6383,680,7896,0.225010589759
6382,680,8984,0.239283249765
6381,680,8985,0.274345150416
6380,680,11058,0.381268923706
6405,681,2551,0.199094413324
6404,681,3615,0.218192373694
6403,681,3638,0.431517935546
6402,681,3639,0.431517935546
6401,681,4879,0.366131022385
6400,681,6186,0.305085194045
6399,681,7041,0.194358125927
6398,681,7598,0.269526778417
6397,681,7602,0.30116174965
6396,681,9600,0.216293077252
6395,681,11103,0.255554855077
6414,682,2098,0.2545283823
6413,682,2109,0.460592167549
6412,682,3356,0.371138136888
6411,682,7516,0.23372389359
6410,682,7529,0.390962456375
6409,682,8306,0.303119579516
6408,682,9465,0.404366463985
6407,682,9569,0.225055640651
6406,682,10861,0.267963397394
6433,683,860,0.29543283132
6432,683,956,0.235075157624
6431,683,1952,0.182120167585
6430,683,1954,0.182917769523
6429,683,3260,0.201928283695
6428,683,3261,0.306966785035
6427,683,4007,0.215384950857
6426,683,4304,0.248385677522
6425,683,4305,0.333963620167
6424,683,4456,0.252973114771
6423,683,4657,0.29741615657
6422,683,6135,0.161701626459
6421,683,6394,0.202813508167
6420,683,8611,0.174713250792
6419,683,8984,0.216641453376
6418,683,8985,0.248385677522
6417,683,9822,0.188698461591
6416,683,10160,0.109216841731
6415,683,11058,0.172595979534
6444,684,1003,0.157964950208
6443,684,1117,0.309350257943
6442,684,1156,0.352393793609
6441,684,2611,0.250899455967
6440,684,4028,0.295038232012
6439,684,7906,0.43508556355
6438,684,8092,0.278140690884
6437,684,8557,0.349378969546
6436,684,8756,0.348645747551
6435,684,10160,0.190184538645
6434,684,10516,0.242319292193
6448,685,4374,0.400188200789
6447,685,4385,0.750350897966
6446,685,9693,0.43952134886
6445,685,10160,0.289212582311
6454,686,4007,0.342056450096
6453,686,4016,0.64137138291
6452,686,6394,0.322091531275
6451,686,6490,0.306467709758
6450,686,8984,0.344051922804
6449,686,8985,0.394465457173
6459,687,1708,0.498891659926
6458,687,3859,0.428202715866
6457,687,7419,0.354021211305
6456,687,7446,0.500976428057
6455,687,9569,0.437539879621
6468,688,1156,0.228388248756
6467,688,1180,0.39472621305
6466,688,1181,0.39472621305
6465,688,2256,0.23720893646
6464,688,2261,0.39472621305
6463,688,7041,0.169759508317
6462,688,7869,0.289324249392
6461,688,7872,0.39472621305
6460,688,7873,0.39472621305
6472,689,3200,0.29389882512
6471,689,3229,0.599606275073
6470,689,7908,0.619762881912
6469,689,8221,0.412298151452
6479,690,1003,0.146136064965
6478,690,2445,0.485767780933
6477,690,2457,0.375476177518
6476,690,3780,0.346974551483
6475,690,3785,0.469068023482
6474,690,5919,0.203102419867
6473,690,5940,0.469068023482
6481,691,6409,0.914164318316
6480,691,8398,0.4053438036
6487,692,1003,0.229028361403
6486,692,1198,0.39433803252
6485,692,2400,0.391976565579
6484,692,3373,0.436803539731
6483,692,5919,0.31830756104
6482,692,5935,0.588456338297
6495,693,467,0.478920072409
6494,693,2445,0.268662075301
6493,693,2492,0.29039770544
6492,693,2551,0.274567610724
6491,693,4391,0.323132107967
6490,693,7265,0.383800271393
6489,693,8380,0.417084010741
6488,693,9822,0.33624689414
6498,694,5813,0.640457716968
6497,694,5865,0.63618703719
6496,694,7419,0.430209212462
6510,695,287,0.301500462885
6509,695,1003,0.129789350947
6508,695,2445,0.215715008521
6507,695,2449,0.416598286893
6506,695,2611,0.206147487149
6505,695,2615,0.234330456581
6504,695,6469,0.243789399604
6503,695,6476,0.299952442271
6502,695,6477,0.326912104082
6501,695,8801,0.207583782085
6500,695,8804,0.299952442271
6499,695,8805,0.43060282325
6519,696,2098,0.2635218528
6518,696,2105,0.430201848001
6517,696,2106,0.476866667208
6516,696,5919,0.186273700159
6515,696,5932,0.366982420726
6514,696,7419,0.188530648355
6513,696,7434,0.371411128645
6512,696,7516,0.241982261176
6511,696,7899,0.341557242218
6531,697,2098,0.225210130509
6530,697,2102,0.342535848868
6529,697,5919,0.159192582617
6528,697,5932,0.313629241704
6527,697,7041,0.189929755756
6526,697,7213,0.290743263763
6525,697,7214,0.290743263763
6524,697,9569,0.199132252932
6523,697,9582,0.407538134755
6522,697,10928,0.446864784313
6521,697,10985,0.224017860253
6520,697,11058,0.217931833762
6534,698,1003,0.337936640776
6533,698,2551,0.574010086566
6532,698,8221,0.745862753689
6613,699,505,0.122142954987
6612,699,1410,0.122142954987
6611,699,1411,0.122142954987
6610,699,2819,0.0662283712238
6609,699,2910,0.122142954987
6608,699,2911,0.122142954987
6607,699,3701,0.101685051299
6606,699,3704,0.122142954987
6605,699,3705,0.122142954987
6604,699,4153,0.0817404775737
6603,699,4171,0.122142954987
6602,699,4172,0.122142954987
6601,699,4182,0.0977721062976
6600,699,4190,0.122142954987
6599,699,4191,0.122142954987
6598,699,4429,0.116627968758
6597,699,4430,0.122142954987
6596,699,4431,0.122142954987
6595,699,4937,0.0654695178135
6594,699,4946,0.122142954987
6593,699,4947,0.122142954987
6592,699,4987,0.122142954987
6591,699,4988,0.122142954987
6590,699,5231,0.122142954987
6589,699,5232,0.122142954987
6588,699,5667,0.107200037528
6587,699,5670,0.122142954987
6586,699,5671,0.122142954987
6585,699,5865,0.0658979510167
6584,699,5876,0.122142954987
6583,699,5877,0.122142954987
6582,699,6257,0.122142954987
6581,699,6258,0.122142954987
6580,699,6956,0.0472891481573
6579,699,6987,0.122142954987
6578,699,7041,0.105059797386
6577,699,7107,0.116627968758
6576,699,7108,0.122142954987
6575,699,7171,0.122142954987
6574,699,7172,0.122142954987
6573,699,7224,0.0908240453567
6572,699,7229,0.116627968758
6571,699,7231,0.122142954987
6570,699,7252,0.122142954987
6569,699,7253,0.122142954987
6568,699,7254,0.122142954987
6567,699,7419,0.0445622182668
6566,699,7427,0.112715023757
6565,699,7428,0.122142954987
6564,699,7493,0.116627968758
6563,699,7495,0.122142954987
6562,699,7496,0.122142954987
6561,699,7516,0.0571963573735
6560,699,7522,0.122142954987
6559,699,7523,0.122142954987
6558,699,7598,0.0728460119576
6557,699,7618,0.112715023757
6556,699,8062,0.122142954987
6555,699,8063,0.122142954987
6554,699,8724,0.0832123586731
6553,699,8725,0.0895276715909
6552,699,8735,0.122142954987
6551,699,8998,0.122142954987
6550,699,8999,0.122142954987
6549,699,9024,0.122142954987
6548,699,9025,0.122142954987
6547,699,9026,0.122142954987
6546,699,9693,0.0579636809219
6545,699,9717,0.122142954987
6544,699,9718,0.122142954987
6543,699,10160,0.0381410957243
6542,699,10220,0.0862474746128
6541,699,10224,0.122142954987
6540,699,10890,0.122142954987
6539,699,10891,0.122142954987
6538,699,10928,0.123591807697
6537,699,10951,0.122142954987
6536,699,10985,0.0619578299233
6535,699,10997,0.122142954987
6658,700,121,0.0868639567809
6657,700,124,0.154217601987
6656,700,125,0.154217601987
6655,700,193,0.154217601987
6654,700,194,0.154217601987
6653,700,195,0.154217601987
6652,700,2611,0.063530635668
6651,700,2631,0.154217601987
6650,700,2632,0.154217601987
6649,700,3859,0.0680538122176
6648,700,3884,0.138481768117
6647,700,3887,0.154217601987
6646,700,6053,0.227672954342
6645,700,6063,0.154217601987
6644,700,6064,0.154217601987
6643,700,6065,0.154217601987
6642,700,7478,0.0979378609717
6641,700,7487,0.154217601987
6640,700,8072,0.260820408796
6639,700,8074,0.154217601987
6638,700,8075,0.154217601987
6637,700,8078,0.154217601987
6636,700,8079,0.154217601987
6635,700,8153,0.107711153114
6634,700,8168,0.147254384572
6633,700,8170,0.154217601987
6632,700,8611,0.0770362119356
6631,700,8652,0.142313903192
6630,700,8654,0.154217601987
6629,700,8793,0.154217601987
6628,700,8794,0.154217601987
6627,700,9337,0.154217601987
6626,700,9338,0.154217601987
6625,700,9339,0.154217601987
6624,700,9569,0.0695377579409
6623,700,9575,0.154217601987
6622,700,9665,0.154217601987
6621,700,9666,0.154217601987
6620,700,9923,0.0989385366591
6619,700,9947,0.154217601987
6618,700,9948,0.154217601987
6617,700,10654,0.154217601987
6616,700,10655,0.154217601987
6615,700,10782,0.154217601987
6614,700,10783,0.154217601987
6664,701,1003,0.203717789104
6663,701,2445,0.33858698184
6662,701,2457,0.5234243632
6661,701,4565,0.489429851574
6660,701,7041,0.337797806043
6659,701,7348,0.465011738304
6668,702,3615,0.464388949973
6667,702,5991,0.520659506468
6666,702,7446,0.496584614147
6665,702,10861,0.516391617341
6681,703,1003,0.202312143663
6680,703,2551,0.171820982228
6679,703,3200,0.15914831909
6678,703,3207,0.283940693551
6677,703,3236,0.266964807729
6676,703,3237,0.312196647045
6675,703,3659,0.2276829712
6674,703,5508,0.589173428743
6673,703,7419,0.142291862726
6672,703,7673,0.266964807729
6671,703,9229,0.230348312785
6670,703,9230,0.269597822228
6669,703,9513,0.196556629117
6682,704,10063,1.0
6685,705,4391,0.482575016612
6684,705,5813,0.505531997318
6683,705,5818,0.715233355646
6695,706,985,0.356748031481
6694,706,1003,0.157405743095
6693,706,6228,0.274140730218
6692,706,6362,0.351918671917
6691,706,6956,0.234965106391
6690,706,6959,0.363775893201
6689,706,7799,0.307849235331
6688,706,8092,0.277156053138
6687,706,8390,0.485799263752
6686,706,10063,0.232002859085
6697,707,3503,0.684525001375
6696,707,4565,0.728989384349
6724,708,774,0.202051089508
6723,708,775,0.202051089508
6722,708,776,0.202051089508
6721,708,860,0.170669172299
6720,708,886,0.163694151374
6719,708,887,0.177332244664
6718,708,949,0.19292809935
6717,708,950,0.202051089508
6716,708,3268,0.102491765005
6715,708,3276,0.202051089508
6714,708,4023,0.202051089508
6713,708,4024,0.202051089508
6712,708,4025,0.202051089508
6711,708,6432,0.202051089508
6710,708,6736,0.0870989197762
6709,708,6752,0.202051089508
6708,708,6753,0.202051089508
6707,708,7513,0.202051089508
6706,708,7514,0.202051089508
6705,708,7515,0.202051089508
6704,708,9779,0.202051089508
6703,708,9780,0.202051089508
6702,708,10030,0.202051089508
6701,708,10031,0.202051089508
6700,708,10669,0.202051089508
6699,708,10670,0.202051089508
6698,708,10671,0.202051089508
6733,709,1003,0.148667186976
6732,709,1080,0.364016879481
6731,709,5903,0.343580467068
6730,709,6446,0.292698922525
6729,709,6736,0.247090714848
6728,709,6826,0.514711068783
6727,709,8092,0.261769424438
6726,709,8111,0.383595586576
6725,709,8576,0.31625855098
6736,710,1003,0.333431199
6735,710,2717,0.692443902232
6734,710,2798,0.639800811031
6738,711,7343,0.672406909086
6737,711,9744,0.740181699729
6749,712,1003,0.233461129159
6748,712,1041,0.360263998091
6747,712,2798,0.223987167709
6746,712,2804,0.276367047125
6745,712,2920,0.25107952811
6744,712,3859,0.198606212059
6743,712,6362,0.521958912694
6742,712,6701,0.25450357647
6741,712,8221,0.257636994133
6740,712,9456,0.404141054099
6739,712,10160,0.14053971176
6757,713,1117,0.325550454379
6756,713,4016,0.370041617803
6755,713,4657,0.272513472912
6754,713,5919,0.231039506
6753,713,6446,0.327291373056
6752,713,8221,0.366903788241
6751,713,8222,0.551526482434
6750,713,9569,0.289004780184
6760,714,5006,0.454576429528
6759,714,7419,0.335272658785
6758,714,7724,0.825198469454
6764,715,6446,0.320985393508
6763,715,7419,0.229333436558
6762,715,8380,0.841332651604
6761,715,10695,0.369504967999
6765,716,4937,1.0
6769,717,3859,0.495446372222
6768,717,6956,0.434681551418
6767,717,7381,0.440146621148
6766,717,8009,0.609799797475
6773,718,3200,0.359300106033
6772,718,3236,0.602711258732
6771,718,4391,0.456522614698
6770,718,4628,0.547018897911
6782,719,1359,0.279898183398
6781,719,1417,0.379269196339
6780,719,1886,0.235027729117
6779,719,2362,0.363100432641
6778,719,2551,0.206238678288
6777,719,3154,0.288287684371
6776,719,4657,0.597126782054
6775,719,6576,0.17485877296
6774,719,7598,0.279198424587
6791,720,1003,0.133786954799
6790,720,2551,0.681740766515
6789,720,3200,0.210486316707
6788,720,3207,0.375534162663
6787,720,5919,0.185939413879
6786,720,6956,0.19970850777
6785,720,9229,0.304653974323
6784,720,9600,0.246877525451
6783,720,10160,0.322150074958
6801,721,2966,0.297498546737
6800,721,2971,0.331835851325
6799,721,3615,0.221507692395
6798,721,3637,0.402661699971
6797,721,4153,0.307031232594
6796,721,6576,0.171366382585
6795,721,7041,0.394622591462
6794,721,7118,0.41197651748
6793,721,8917,0.282529819799
6792,721,11017,0.247523989664
6808,722,1430,0.382943275119
6807,722,1865,0.253264210267
6806,722,1880,0.415882325404
6805,722,1905,0.45200199976
6804,722,1914,0.45200199976
6803,722,6860,0.369248530161
6802,722,8801,0.267015892141
6810,723,1865,0.533906790386
6809,723,4565,0.845543339622
6812,724,1003,0.479586706938
6811,724,9693,0.87749449601
6828,725,860,0.369534678983
6827,725,919,0.299456431084
6826,725,1003,0.113467525967
6825,725,4657,0.186007735585
6824,725,5865,0.236028694296
6823,725,6880,0.220763115118
6822,725,6906,0.310686937525
6821,725,6956,0.169376979431
6820,725,7381,0.171506485504
6819,725,7399,0.314436277066
6818,725,8238,0.254247355888
6817,725,9600,0.209382013903
6816,725,10063,0.167241613425
6815,725,10124,0.285800856449
6814,725,10125,0.346293854933
6813,725,10516,0.174059945216
6838,726,3725,0.38787244077
6837,726,3726,0.38787244077
6836,726,3727,0.38787244077
6835,726,4007,0.23885778883
6834,726,4012,0.38787244077
6833,726,4013,0.38787244077
6832,726,7041,0.166811913316
6831,726,10516,0.154321505063
6830,726,10551,0.290632824879
6829,726,10899,0.233694298011
6879,727,829,0.153003381033
6878,727,830,0.153003381033
6877,727,831,0.153003381033
6876,727,962,0.141193405136
6875,727,963,0.146094987998
6874,727,2271,0.286018452919
6873,727,2281,0.153003381033
6872,727,2282,0.153003381033
6871,727,2293,0.12111125305
6870,727,2295,0.127376619067
6869,727,4120,0.153003381033
6868,727,4121,0.153003381033
6867,727,4122,0.153003381033
6866,727,4970,0.153003381033
6865,727,4971,0.153003381033
6864,727,5351,0.0885276252056
6863,727,5368,0.131658562966
6862,727,5370,0.153003381033
6861,727,5489,0.153003381033
6860,727,5490,0.306006762065
6859,727,5491,0.153003381033
6858,727,5492,0.153003381033
6857,727,5493,0.153003381033
6856,727,5494,0.153003381033
6855,727,6736,0.0659557404145
6854,727,6824,0.108038611172
6853,727,6825,0.108038611172
6852,727,7594,0.153003381033
6851,727,7595,0.153003381033
6850,727,8283,0.203923028808
6849,727,8286,0.146094987998
6848,727,8287,0.146094987998
6847,727,8290,0.153003381033
6846,727,8291,0.153003381033
6845,727,10578,0.153003381033
6844,727,10579,0.153003381033
